,iso,m1_beta1,m1_beta2,m1_maxGMT,m2_beta1,m2_beta2,m2_maxGMT,m3_beta1,m3_beta2,m3_maxGMT,m4_beta1,m4_beta2,m4_maxGMT,m5_beta1,m5_beta2,m5_maxGMT,m6_beta1,m6_beta2,m6_maxGMT,m7_beta1,m7_beta2,m7_maxGMT,m8_beta1,m8_beta2,m8_maxGMT,m9_beta1,m9_beta2,m9_maxGMT,m10_beta1,m10_beta2,m10_maxGMT,m11_beta1,m11_beta2,m11_maxGMT,m12_beta1,m12_beta2,m12_maxGMT,m13_beta1,m13_beta2,m13_maxGMT,m14_beta1,m14_beta2,m14_maxGMT,m15_beta1,m15_beta2,m15_maxGMT,m16_beta1,m16_beta2,m16_maxGMT,m17_beta1,m17_beta2,m17_maxGMT,m18_beta1,m18_beta2,m18_maxGMT,m19_beta1,m19_beta2,m19_maxGMT,m20_beta1,m20_beta2,m20_maxGMT,m21_beta1,m21_beta2,m21_maxGMT
0,ABW,-16.91090172,2.370350261,3.271393877,-4.588604524,0.252472568,5.357116368,-10.98480768,1.479278271,3.17721442,0.07361067,-0.049768643,3.616686681,-3.258848675,-0.168827937,5.912029359,-7.671758961,0.402044469,5.861769382,-15.23352675,1.553342324,5.221369037,-10.89543547,0.847441545,4.652150125,-5.018613803,-0.174443335,4.794348464,-10.79300085,0.908449438,3.521065644,-7.263939719,0.690351533,3.831035675,-6.334778697,1.099144205,3.695553645,-2.759901079,0.017691355,4.802522534,0.305668491,-1.572207732,3.340032709,1.357653527,-2.695380724,2.759113414,-8.175382264,1.37803154,2.810758886,-4.315103639,0.042814197,2.727035158,-5.875724743,0.375659744,2.931697861,-3.889745614,-0.084621172,4.500484936,-4.654272617,-0.058818063,4.302452975,-3.498154629,-0.090355355,5.151280551
1,AFG,-6.496110515,0.491795448,3.271393877,-7.955776751,0.359122614,5.357116368,-0.730867739,-0.510178239,3.17721442,-1.629732659,-0.525261175,3.616686681,-4.743838871,0.064212711,5.912029359,-2.603800703,-0.614626409,5.861769382,-5.855292469,-0.015759847,5.221369037,-4.763554235,0.171187894,4.652150125,-6.962105992,0.521910736,4.794348464,-1.812848746,-0.366939275,3.521065644,-1.198404133,-0.686069507,3.831035675,-10.15542278,0.347101161,3.695553645,-0.923996355,-0.097217657,4.802522534,0.37922114,-1.072715098,3.340032709,-10.14918746,1.582151054,2.759113414,-4.839977595,0.178929168,2.810758886,-0.644078483,-1.097508072,2.727035158,-5.034714649,-0.372019932,2.931697861,-4.464924607,-0.08702282,4.500484936,-4.374108304,0.300313594,4.302452975,-1.401575139,-0.293683587,5.151280551
2,AGO,-9.425613543,1.129063676,3.271393877,-3.525519632,-0.039065254,5.357116368,-2.163455524,-0.61380012,3.17721442,-5.524160413,-0.188371821,3.616686681,-8.890177168,0.488457398,5.912029359,-3.388614936,-0.300591314,5.861769382,-6.102162508,0.189925916,5.221369037,-9.337447078,0.621905782,4.652150125,-7.247619896,0.295964995,4.794348464,-6.588982215,0.759578668,3.521065644,-10.47745644,0.846965091,3.831035675,-1.116362955,-0.862267683,3.695553645,-4.797558867,0.419353521,4.802522534,-0.474128062,-0.967028302,3.340032709,-11.1185553,-0.099755384,2.759113414,-8.486053534,1.364626618,2.810758886,-5.381267614,0.832390841,2.727035158,-6.055438186,1.042500396,2.931697861,-3.334224599,-0.242371968,4.500484936,-7.237409669,0.239635502,4.302452975,-2.814600778,-0.369109171,5.151280551
3,ALB,-7.110816263,0.239712242,3.271393877,-1.482136003,-0.49048647,5.357116368,-4.65619258,-0.339776187,3.17721442,-1.236044786,-1.806782089,3.616686681,-5.543918839,0.284201827,5.912029359,-8.243634566,0.462947739,5.861769382,-1.765839309,-0.260458498,5.221369037,-6.334558702,0.753489384,4.652150125,0.76698366,-0.616871928,4.794348464,-13.44449281,1.968900883,3.521065644,-4.596752464,-0.202912697,3.831035675,-7.045909675,0.54697595,3.695553645,-6.123451228,0.279407487,4.802522534,3.101338009,-0.217926137,3.340032709,-15.75493609,3.68420798,2.759113414,-6.340744144,0.750783242,2.810758886,10.01897136,-2.135887105,2.727035158,-3.34570472,-0.530033919,2.931697861,-7.242588288,0.408168376,4.500484936,3.150423451,-0.686799975,4.302452975,-0.649689771,0.049214393,5.151280551
4,ARE,-6.835473617,0.184717789,3.271393877,-7.473077454,0.404385141,5.357116368,-3.269051534,-0.716591763,3.17721442,-7.928709158,0.53171543,3.616686681,-5.055378239,0.136581903,5.912029359,-4.201375731,-0.135759478,5.861769382,-9.245710355,0.49383593,5.221369037,-5.666955422,0.319468373,4.652150125,-11.4100354,0.907413965,4.794348464,-7.530491775,0.525676695,3.521065644,-6.969192856,0.813380328,3.831035675,-2.21748798,-0.438797795,3.695553645,-5.481547541,0.492463313,4.802522534,-2.272053478,-1.044108506,3.340032709,-14.42030159,1.818687963,2.759113414,-2.708292425,-1.761459735,2.810758886,-8.537297168,0.262765568,2.727035158,-12.44543044,1.800914913,2.931697861,-5.727622696,0.24917257,4.500484936,-9.079571582,0.972617179,4.302452975,-2.828491863,-0.191060976,5.151280551
5,ARG,2.459245152,-1.119952001,3.271393877,-3.558723535,-0.129605909,5.357116368,-9.344317106,0.53746933,3.17721442,-8.669639847,0.44692902,3.616686681,-7.529987805,0.328226883,5.912029359,-3.456591947,-0.223990028,5.861769382,-2.574782905,0.485775571,5.221369037,-10.24846654,1.187917199,4.652150125,-2.597225323,-0.339344519,4.794348464,-4.423989838,0.028566153,3.521065644,-4.771411191,0.053022219,3.831035675,-2.557718226,-0.576743789,3.695553645,-3.956524237,0.255781226,4.802522534,0.08601869,-1.194496174,3.340032709,-5.714341073,0.245759005,2.759113414,-6.430521285,0.231445934,2.810758886,2.015697856,-0.795853797,2.727035158,-2.921362045,0.186001878,2.931697861,-1.153624201,-0.453052077,4.500484936,-3.476353164,-0.127413899,4.302452975,-6.745775943,0.202548104,5.151280551
6,ARM,-1.349175811,-0.554374236,3.271393877,-3.736640906,0.126530409,5.357116368,-8.021450009,1.717999392,3.17721442,3.786476853,-1.111968341,3.616686681,-1.628520664,-0.070361089,5.912029359,-0.501143889,-0.458116335,5.861769382,-1.531608244,-0.196705013,5.221369037,-8.74041255,0.756087264,4.652150125,0.318536097,-0.49220215,4.794348464,0.973127895,-0.502215738,3.521065644,-2.402683593,0.054131637,3.831035675,-2.453933637,-0.268406192,3.695553645,-0.794059821,-0.088356872,4.802522534,1.122225371,-0.596265199,3.340032709,-1.206147919,-0.656804132,2.759113414,2.034333495,-0.916500421,2.810758886,0.125438528,-1.151120436,2.727035158,-5.847308901,-0.021651008,2.931697861,-5.93651126,0.309526815,4.500484936,2.140940728,-0.418389081,4.302452975,1.216332213,-0.525581117,5.151280551
7,AUS,-11.3951922,0.70935577,3.271393877,-4.136651684,-0.160025854,5.357116368,1.77694326,-1.435858142,3.17721442,-10.53494792,0.811224971,3.616686681,-6.413471633,0.217139137,5.912029359,-3.401800121,-0.203155564,5.861769382,-8.923674958,0.753848737,5.221369037,-7.609824837,0.241898063,4.652150125,-8.668260993,0.267007124,4.794348464,-11.84119024,1.483186595,3.521065644,-2.221023063,-0.061536088,3.831035675,-1.76230679,-0.162681753,3.695553645,-8.691735099,0.935095421,4.802522534,2.768872822,-0.632539935,3.340032709,-9.617698417,0.460205563,2.759113414,-5.131933117,0.333770762,2.810758886,-7.481154198,1.621430156,2.727035158,-9.336096309,0.305375013,2.931697861,-6.291795777,-0.077982668,4.500484936,-12.39922469,1.627017525,4.302452975,-5.676925395,0.009445373,5.151280551
8,AUT,-7.87087836,0.328679414,3.271393877,-0.070455694,-0.55983525,5.357116368,-8.476708056,0.969494106,3.17721442,-3.487935052,-0.274342364,3.616686681,-3.144776594,0.136816698,5.912029359,-3.842294314,0.007790677,5.861769382,-4.904772599,0.178084851,5.221369037,-3.084650623,0.26786224,4.652150125,-1.763706636,-0.322917177,4.794348464,-6.64718748,1.195370901,3.521065644,-9.308718132,0.844847022,3.831035675,-10.76594076,0.992868093,3.695553645,-5.143784854,0.022011695,4.802522534,12.70325292,-2.481153513,3.340032709,-7.340967535,1.324122408,2.759113414,-8.249554707,0.677843406,2.810758886,3.253393723,-1.346243889,2.727035158,-3.658921887,0.402593669,2.931697861,-6.265128208,-0.096749101,4.500484936,-1.417241163,-0.257361433,4.302452975,-0.284357831,-0.079211667,5.151280551
9,AZE,-1.380998086,-0.583336947,3.271393877,-3.718655116,-0.146612381,5.357116368,-7.36059644,1.026552085,3.17721442,5.01998303,-0.99147595,3.616686681,-3.674337535,-0.010572871,5.912029359,-1.969098765,-0.297409767,5.861769382,-3.209506893,0.16582334,5.221369037,-7.657180152,0.712139319,4.652150125,-1.554984651,-0.209608728,4.794348464,-0.566066469,-0.47099958,3.521065644,-2.895336983,0.115328484,3.831035675,-0.475617789,-0.647944849,3.695553645,0.581780471,-0.414854718,4.802522534,-0.593240269,-0.853931373,3.340032709,-5.693792778,0.112664666,2.759113414,4.131388698,-1.928736412,2.810758886,-2.680782358,-0.979410066,2.727035158,-4.935137879,-0.662336493,2.931697861,-6.359939025,0.497280389,4.500484936,0.773599778,-0.564601026,4.302452975,-1.527176201,-0.223786198,5.151280551
10,BDI,-8.955647937,1.033554003,3.271393877,-6.898465866,0.231742908,5.357116368,-2.656586051,0.198994195,3.17721442,-7.991520134,0.682302109,3.616686681,-4.75982267,-0.090243753,5.912029359,-5.91259735,-0.099665753,5.861769382,-3.454338921,-0.181455286,5.221369037,-9.216331129,0.966844628,4.652150125,0.178038309,-0.627339063,4.794348464,-7.915094703,1.055435216,3.521065644,-4.211200713,-0.698504033,3.831035675,2.105470419,-0.920290481,3.695553645,-7.340178369,0.567693888,4.802522534,-3.259653017,-0.003151859,3.340032709,-12.16196128,2.107066465,2.759113414,-4.794891656,-0.196580986,2.810758886,3.371735229,-1.836546131,2.727035158,-7.634739292,0.679494956,2.931697861,-0.879670277,-0.703179159,4.500484936,-3.869318765,-0.457289928,4.302452975,-5.858959208,-0.092457299,5.151280551
11,BEL,0.565881587,-1.812203775,3.271393877,-7.037065241,0.286173568,5.357116368,1.424364161,-1.259059419,3.17721442,-5.32566973,0.621405735,3.616686681,-6.974888781,0.599433959,5.912029359,-0.746103902,-0.165392192,5.861769382,2.17491536,-0.898573476,5.221369037,3.225925588,-0.196451905,4.652150125,-8.720154681,0.923714257,4.794348464,-8.111437099,0.785573072,3.521065644,-10.45875368,1.357397308,3.831035675,-9.178410586,1.405501838,3.695553645,-1.573964152,0.216851832,4.802522534,-3.748167425,-0.421243508,3.340032709,-7.000583673,2.887126959,2.759113414,-16.91791342,2.145736761,2.810758886,-1.709705087,-0.651527499,2.727035158,-8.829853541,0.913111599,2.931697861,-6.80445084,0.261577151,4.500484936,-2.377644164,-0.143592729,4.302452975,-3.235379012,0.278961222,5.151280551
12,BEN,-7.3356237,0.17112964,3.271393877,-4.525320638,-0.21569663,5.357116368,-3.516438901,0.518781822,3.17721442,-1.224549336,-0.959996347,3.616686681,-6.227706916,0.132562377,5.912029359,-7.257622132,0.185183431,5.861769382,-7.607676639,0.60646702,5.221369037,-7.824429263,0.487122476,4.652150125,-2.954288929,-0.190199158,4.794348464,-7.929548304,1.224405163,3.521065644,-4.035333964,-0.321917887,3.831035675,-0.302381948,-1.129608404,3.695553645,-5.216734052,0.471579263,4.802522534,-2.899234369,-0.673787896,3.340032709,-4.64400558,-0.184570581,2.759113414,-2.336562055,-1.467686952,2.810758886,-2.453683061,0.461657576,2.727035158,-6.565683412,0.747704764,2.931697861,-1.336113489,-0.292078903,4.500484936,-1.959388615,-0.04567981,4.302452975,-4.754762094,-0.118443833,5.151280551
13,BFA,-7.851174934,0.411300371,3.271393877,-6.629593181,0.1617229,5.357116368,1.87871518,-0.387021319,3.17721442,-3.420324459,-0.84281096,3.616686681,-5.530389647,0.046557538,5.912029359,-7.761397558,0.272319208,5.861769382,-10.37832291,1.055186561,5.221369037,-2.309248846,-0.285517126,4.652150125,1.921702816,-0.964552918,4.794348464,-6.614963204,1.289878673,3.521065644,-9.090428654,0.34259025,3.831035675,3.780809457,-2.160063665,3.695553645,-5.457774254,0.28969118,4.802522534,1.544197993,-2.036043984,3.340032709,-0.807865499,-1.860430996,2.759113414,-2.221905822,-1.055956942,2.810758886,-3.003305269,-0.351141283,2.727035158,-10.01284619,0.868221722,2.931697861,-2.838734282,-0.276338438,4.500484936,3.22570152,-0.433395042,4.302452975,-6.746400587,0.229454125,5.151280551
14,BGD,-2.949734758,-1.014777819,3.271393877,-2.572980506,-0.414985781,5.357116368,2.090719573,-0.762446977,3.17721442,0.617613162,-0.19400423,3.616686681,-5.328714202,-0.108375248,5.912029359,7.747934137,-1.311102948,5.861769382,-10.18885679,0.51736962,5.221369037,-6.678434364,0.211541237,4.652150125,-0.872054765,-0.815956668,4.794348464,-8.920163811,0.917062673,3.521065644,6.53144313,-1.254527798,3.831035675,-4.043254139,-0.326175333,3.695553645,-2.553762299,-0.207330981,4.802522534,0.398317929,-1.276401617,3.340032709,-8.418588757,-0.861608529,2.759113414,-25.25468131,4.124057985,2.810758886,-8.530468341,0.182467473,2.727035158,-4.13766606,-0.906362149,2.931697861,6.410020691,-0.237381009,4.500484936,-2.776841421,-0.235671627,4.302452975,-12.46862502,1.017729715,5.151280551
15,BGR,-7.268477226,0.482161949,3.271393877,-4.744604948,0.079285238,5.357116368,-4.499780724,0.398646213,3.17721442,-3.278569564,-0.889542832,3.616686681,-5.397779122,0.11272139,5.912029359,-3.944047455,-0.205349954,5.861769382,-3.954172567,0.187464188,5.221369037,-8.627500308,0.779635911,4.652150125,-0.061494827,-0.575226868,4.794348464,-11.57065244,1.932001253,3.521065644,-6.592528133,0.163945957,3.831035675,-5.281258476,0.513663131,3.695553645,-6.641863298,0.489494523,4.802522534,1.657452297,-0.020714086,3.340032709,-14.08169956,2.818106055,2.759113414,-4.896501289,1.241305329,2.810758886,9.454481489,-1.732286169,2.727035158,-3.207887514,0.403181075,2.931697861,-5.15404038,0.400291823,4.500484936,-1.796713891,0.169917135,4.302452975,-0.099427547,-0.286474048,5.151280551
16,BHR,-2.470601898,-0.423105137,3.271393877,-7.820979541,0.455389728,5.357116368,-3.570546112,-0.412598854,3.17721442,-7.846183991,0.73627518,3.616686681,-5.989658005,0.238519667,5.912029359,-4.972497232,0.003655707,5.861769382,-9.553654868,0.811232146,5.221369037,-4.855080152,0.364654972,4.652150125,-10.73695658,1.055956294,4.794348464,-7.650501257,0.418929695,3.521065644,-8.610900527,0.953735512,3.831035675,-6.73011624,0.449348362,3.695553645,-6.153049239,0.40515485,4.802522534,0.600099053,-1.589718993,3.340032709,-13.89467872,1.888107367,2.759113414,0.285729357,-1.740664937,2.810758886,-5.147180217,-0.179468454,2.727035158,-10.25285641,0.872619335,2.931697861,-7.541157466,0.182602514,4.500484936,-7.106700522,0.463857769,4.302452975,-0.375410362,-0.500463742,5.151280551
17,BHS,-5.009424523,-0.379212846,3.271393877,4.377977436,-0.812621939,5.357116368,-3.097305225,-0.793594081,3.17721442,2.502098398,-1.450243944,3.616686681,-5.705089002,0.177604,5.912029359,-6.071331942,0.336556284,5.861769382,1.159993515,-0.451256844,5.221369037,-1.044526172,-0.512393427,4.652150125,-4.195716562,0.105568134,4.794348464,-3.197020021,-0.500185394,3.521065644,-7.471632239,1.511675287,3.831035675,-4.407146894,-0.156239428,3.695553645,-0.792789429,-0.259308,4.802522534,-4.082244875,0.65863743,3.340032709,2.494888032,-1.533666329,2.759113414,-2.87183904,-1.139071738,2.810758886,-5.19560754,0.969816976,2.727035158,-11.74023924,1.938456743,2.931697861,-2.730358644,-0.199501548,4.500484936,-4.599211697,0.164251465,4.302452975,-3.244240791,-0.009516743,5.151280551
18,BIH,-4.573196283,-0.464099969,3.271393877,0.479731446,-0.524095556,5.357116368,-6.607609639,0.338888416,3.17721442,-7.635380705,-0.328730206,3.616686681,-4.844443502,0.147730943,5.912029359,-6.014713607,0.220890737,5.861769382,-1.526422965,-0.317979164,5.221369037,-10.76335323,1.388580137,4.652150125,-0.065037816,-0.467041074,4.794348464,-7.514710718,1.752117777,3.521065644,-4.141011888,-0.088045606,3.831035675,-10.9535145,0.887222662,3.695553645,-7.038298888,0.418002576,4.802522534,11.77508471,-2.832979783,3.340032709,-21.63520923,4.874342165,2.759113414,-10.56818076,1.752477134,2.810758886,8.343146975,-1.46114701,2.727035158,-1.733025486,0.558481602,2.931697861,-8.459964662,0.434265227,4.500484936,3.388132829,-0.475260417,4.302452975,4.382291468,-0.376928858,5.151280551
19,BLR,-0.39554148,-0.724057027,3.271393877,0.526642486,-0.571651409,5.357116368,5.177596445,-1.060450734,3.17721442,-3.212111834,0.49988077,3.616686681,-1.923020389,-0.156209863,5.912029359,1.751559583,-0.698053774,5.861769382,-4.850106782,0.343821664,5.221369037,-10.6454576,1.352842224,4.652150125,-1.351816635,-0.204993315,4.794348464,-3.656604505,0.192264656,3.521065644,-11.4216034,1.787203891,3.831035675,-9.783026517,1.396123281,3.695553645,-2.619841985,0.274379804,4.802522534,5.596233005,-1.177686595,3.340032709,-9.366014816,2.360448658,2.759113414,8.125571204,-1.596332394,2.810758886,3.835634116,-1.116806893,2.727035158,3.430125375,-0.825597624,2.931697861,-4.261739254,0.165693267,4.500484936,-1.24393355,0.09568012,4.302452975,1.522344852,-0.085295082,5.151280551
20,BLZ,-13.50334913,1.948190308,3.271393877,-6.403807335,0.086964806,5.357116368,-24.24672234,4.723955976,3.17721442,-9.157302239,-0.083185765,3.616686681,-8.56264004,0.397785126,5.912029359,-9.957538322,0.335671851,5.861769382,-4.102809063,-0.264391689,5.221369037,-5.205173641,0.485631401,4.652150125,0.854503481,-0.707020752,4.794348464,-10.31755672,1.585903842,3.521065644,-1.432032701,0.116139482,3.831035675,-12.90535982,1.884140463,3.695553645,1.007856428,-0.267215802,4.802522534,-4.087334681,-0.563241177,3.340032709,0.226195498,-0.784958781,2.759113414,5.603281081,-3.318941723,2.810758886,-6.698051034,1.957832761,2.727035158,3.83379567,-1.431175926,2.931697861,-1.990464442,-0.500007384,4.500484936,-5.070953807,0.069190634,4.302452975,-1.247193506,-0.683343749,5.151280551
21,BOL,-6.420466422,-0.398434199,3.271393877,-2.334785218,-0.324472415,5.357116368,-2.898965636,-0.791706327,3.17721442,-8.39683953,0.626126391,3.616686681,-8.050615013,0.126757504,5.912029359,-5.208143834,0.085310495,5.861769382,-11.04692403,0.648747432,5.221369037,-12.87040253,0.9892909,4.652150125,-9.357093698,0.625773482,4.794348464,-10.5060771,1.708829428,3.521065644,-5.15156575,-0.131036023,3.831035675,-7.929997059,-0.230102335,3.695553645,-6.841484203,0.672315554,4.802522534,-0.842857514,-1.274989452,3.340032709,-15.96166821,1.963610273,2.759113414,2.052367715,-2.00401169,2.810758886,-6.132544879,0.817254636,2.727035158,-10.01800736,0.609473535,2.931697861,-5.170325579,-0.151949864,4.500484936,-7.808572436,0.3625983,4.302452975,-7.035730203,0.408476148,5.151280551
22,BRA,-0.935934227,-1.14970311,3.271393877,-4.782307636,-0.175729457,5.357116368,-6.441016866,1.108261641,3.17721442,-4.911257197,0.35960442,3.616686681,-3.869492057,-0.266523682,5.912029359,-3.577502707,-0.372499789,5.861769382,-7.982045859,0.340279536,5.221369037,-8.61053372,0.246805308,4.652150125,-7.083371386,0.457965648,4.794348464,-15.72614246,2.266780449,3.521065644,-7.905700776,0.110864035,3.831035675,-5.104683636,-0.124631559,3.695553645,-6.803793683,0.729393962,4.802522534,-1.012762175,-0.665087471,3.340032709,-6.521674177,-0.450751255,2.759113414,-6.15109515,0.136492767,2.810758886,-2.50336065,0.004322441,2.727035158,-1.851998292,-0.465571568,2.931697861,-6.181167134,-0.058283959,4.500484936,-5.146939864,0.219282382,4.302452975,-5.650454964,-0.153931252,5.151280551
23,BRB,-17.47623132,3.679583375,3.271393877,3.769226722,-0.114245502,5.357116368,-12.68716053,1.563157676,3.17721442,-5.55589849,1.170713508,3.616686681,-1.24827007,-0.10051362,5.912029359,8.090408156,-1.016132269,5.861769382,-3.946453488,0.145620156,5.221369037,-5.307085034,0.143325662,4.652150125,-9.568624632,0.915932715,4.794348464,-0.839080217,0.04098589,3.521065644,2.487132014,1.320358521,3.831035675,-11.69820019,1.723209158,3.695553645,-4.329351515,0.384923095,4.802522534,-4.046723531,-0.255197689,3.340032709,-4.065070051,-0.46618639,2.759113414,-9.287264211,2.231469002,2.810758886,-5.333472917,1.139435622,2.727035158,-12.60422983,2.455675195,2.931697861,-0.366214821,-0.471954389,4.500484936,-4.149647427,0.349621784,4.302452975,-0.468318499,-0.315716887,5.151280551
24,BRN,-0.214252501,-1.930434846,3.271393877,0.295891742,-0.507246335,5.357116368,2.849491795,-2.032869523,3.17721442,-3.284135557,-0.198685473,3.616686681,-4.041867145,-0.183201741,5.912029359,-3.448596442,-0.108307708,5.861769382,-7.674129729,0.620504808,5.221369037,-9.461219281,0.759522218,4.652150125,-12.05617585,0.478821631,4.794348464,5.721306815,-2.145294543,3.521065644,0.937599195,-1.037261195,3.831035675,-3.198618897,-0.630844769,3.695553645,-1.945280956,0.109577355,4.802522534,0.025555428,1.075358202,3.340032709,25.42862325,-4.903122737,2.759113414,-5.788115159,0.186091051,2.810758886,10.32659435,-1.586891111,2.727035158,-2.397184135,0.555875866,2.931697861,-0.007175887,-1.281014732,4.500484936,-1.444769205,-0.129354434,4.302452975,-2.833804551,-0.151812821,5.151280551
25,BTN,-3.018457066,-0.643998619,3.271393877,-6.732227971,0.465890164,5.357116368,2.043900133,-0.66201401,3.17721442,1.275586854,-1.483723124,3.616686681,-5.056607497,0.429897275,5.912029359,9.487274337,-1.478327383,5.861769382,-14.04454056,1.286474056,5.221369037,-2.64815121,-0.415530531,4.652150125,-5.886626875,0.019469775,4.794348464,4.592228826,-1.860167271,3.521065644,-1.986195773,-0.133659874,3.831035675,-9.839818586,0.811919785,3.695553645,-4.568883111,0.193088284,4.802522534,2.622469877,-2.124871698,3.340032709,-18.37202834,2.146876549,2.759113414,-12.38545438,1.816957601,2.810758886,-15.09056724,1.777599196,2.727035158,14.88194743,-4.418954997,2.931697861,0.50388974,-0.0681732,4.500484936,-4.74539344,0.146402695,4.302452975,1.864591361,-1.046108982,5.151280551
26,BWA,-8.955878378,-0.118660156,3.271393877,-10.19206831,0.474953412,5.357116368,-12.03323228,1.491257192,3.17721442,-10.37980238,1.08447866,3.616686681,-5.544720133,-0.078737923,5.912029359,-4.391841674,-0.097992775,5.861769382,-15.34626272,1.574903038,5.221369037,-0.907673162,-1.444912374,4.652150125,-13.45551947,1.072027964,4.794348464,-0.589422332,-0.757565794,3.521065644,-3.618357235,-0.887880637,3.831035675,2.931695966,-2.39220287,3.695553645,-7.629896074,0.654492726,4.802522534,0.145706911,-0.781296089,3.340032709,-18.81098577,2.056435144,2.759113414,-6.148509671,0.639821005,2.810758886,-3.989654157,0.838544378,2.727035158,-7.207418326,1.351078555,2.931697861,-4.855113402,-0.199825736,4.500484936,-3.295840342,-0.956464547,4.302452975,-9.461883236,0.324576625,5.151280551
27,CAF,-11.18009154,1.069395712,3.271393877,-4.377857962,-0.454332833,5.357116368,-3.841940956,0.487557308,3.17721442,-0.158254455,-0.544023733,3.616686681,-6.380029036,0.120306517,5.912029359,-5.557315448,-0.056086903,5.861769382,-1.71230971,-0.378168994,5.221369037,-12.67555074,1.212988594,4.652150125,-0.246322402,-0.8143598,4.794348464,-5.948451896,0.686836374,3.521065644,-7.300033037,0.043168968,3.831035675,-0.204653186,-1.033440651,3.695553645,-4.437895072,0.084958159,4.802522534,-0.450121959,-1.458388133,3.340032709,-7.425856349,-0.671832772,2.759113414,-3.309732986,-1.443578137,2.810758886,1.551107745,-0.878922906,2.727035158,-8.399385386,1.482725253,2.931697861,-2.169724953,-0.368704269,4.500484936,-2.827163451,-0.212932157,4.302452975,-5.917280324,-0.210960781,5.151280551
28,CAN,0.223768563,-0.360636378,3.271393877,0.092259528,-0.319395372,5.357116368,-4.700759194,0.662421735,3.17721442,-3.415326154,0.376088001,3.616686681,-1.905366916,-0.19398149,5.912029359,-0.339789805,-0.215538956,5.861769382,0.19927041,-0.372444243,5.221369037,-2.79963251,0.153115037,4.652150125,-1.29109079,-0.273177237,4.794348464,-1.198957637,-0.074537843,3.521065644,-2.581460377,0.000253182,3.831035675,-1.943843864,0.020918078,3.695553645,-3.368882744,0.289334423,4.802522534,-0.110607053,-0.200500093,3.340032709,-5.240869664,0.096222822,2.759113414,0.684894788,-0.62714074,2.810758886,-2.144638591,-0.033470214,2.727035158,-1.723326507,-0.090085892,2.931697861,-0.445099551,-0.41821128,4.500484936,-0.881895104,-0.160301016,4.302452975,-1.5938093,-0.130604459,5.151280551
29,CHE,4.025781975,-1.54345743,3.271393877,-4.392136185,-0.10510154,5.357116368,-14.89529278,2.390795957,3.17721442,-7.726717104,0.531108878,3.616686681,-4.043014518,0.122369778,5.912029359,-0.816128801,-0.143177229,5.861769382,-0.502129093,-0.358781709,5.221369037,-3.798687286,0.605929264,4.652150125,-5.398932505,0.218161921,4.794348464,-6.336393305,0.920068855,3.521065644,-10.40182686,1.209490789,3.831035675,-9.206878248,1.115553318,3.695553645,0.325878398,-0.1340641,4.802522534,3.355038402,-1.321341853,3.340032709,-2.306308507,0.529686935,2.759113414,-13.12879535,1.098660457,2.810758886,0.040260196,-1.180674233,2.727035158,0.204775679,0.334138948,2.931697861,-8.776338402,0.368591096,4.500484936,-1.650829342,-0.556924583,4.302452975,-0.668657554,-0.040553993,5.151280551
30,CHL,1.061494163,-1.857174006,3.271393877,-7.399355363,0.495107978,5.357116368,-10.98143721,0.780798146,3.17721442,-1.025431659,0.331722882,3.616686681,-2.070510128,-0.149793109,5.912029359,-1.508130994,-0.28868322,5.861769382,-3.859419057,0.265767773,5.221369037,-2.065465475,-0.225990346,4.652150125,-5.352759635,0.392228261,4.794348464,-4.995769459,0.998423391,3.521065644,4.306146893,-1.373657937,3.831035675,-1.414475489,-0.041095968,3.695553645,-3.937196687,0.294538781,4.802522534,-1.095812917,-0.187464769,3.340032709,-9.133721608,1.661341744,2.759113414,-7.992933497,1.071314324,2.810758886,4.108350326,-0.880433836,2.727035158,-2.144017008,-0.395056912,2.931697861,-2.899951224,-0.061792395,4.500484936,2.683252922,-0.722527579,4.302452975,-3.947570109,0.291639079,5.151280551
31,CHN,-2.032374735,-0.515491964,3.271393877,-4.232516105,-0.107166467,5.357116368,-1.490456178,-0.571919441,3.17721442,-3.717566854,-0.151606388,3.616686681,-2.914541837,-0.276607502,5.912029359,-1.588879509,-0.376258849,5.861769382,-7.095967811,0.438774486,5.221369037,-2.635993482,0.043011508,4.652150125,-3.995474492,-0.09422216,4.794348464,-1.698129659,-0.162805729,3.521065644,-4.01836333,0.323545336,3.831035675,-5.234078867,0.342529174,3.695553645,-5.319857424,0.226937943,4.802522534,-2.943350956,-0.389089827,3.340032709,-14.47816687,2.283573653,2.759113414,-2.60239604,-0.36714188,2.810758886,-4.359688951,0.047484185,2.727035158,-3.990335304,0.008707945,2.931697861,-5.995410412,0.191211394,4.500484936,-5.685954333,0.293566824,4.302452975,-3.84954622,-0.053139527,5.151280551
